iter	Logloss
184	0.4194229334
185	0.4193421754
186	0.4192103181
187	0.4191664243
188	0.4191118864
189	0.4189785589
190	0.4189159991
191	0.4188816438
192	0.4188493877
193	0.4187794065
194	0.4187453216
195	0.4186923571
196	0.4186010719
197	0.4185782394
198	0.4185363915
199	0.4184856795
200	0.4184565122
201	0.4183819585
202	0.4182976309
203	0.4182222114
204	0.4181758654
205	0.4181235732
206	0.4180911914
207	0.4180518316
208	0.4180105025
209	0.4179644197
210	0.4178754229
211	0.4178256867
212	0.4177725442
213	0.4176303485
214	0.4175526596
215	0.4175009159
216	0.4173956068
217	0.4173602036
218	0.4173267688
219	0.4172818695
220	0.4172622119
221	0.4172426842
222	0.4172248154
223	0.4171839923
224	0.4171222541
225	0.417074613
226	0.4169889877
227	0.4168382165
228	0.4168034054
229	0.4167784803
230	0.416747037
231	0.4166983828
232	0.4166522576
233	0.4166137524
234	0.4165579229
235	0.4164911807
236	0.4164735011
237	0.4164299377
238	0.4163401149
239	0.4162950297
240	0.4162549312
241	0.4160945696
242	0.4160612676
243	0.4160437452
244	0.4160020721
245	0.4159691358
246	0.4159446458
247	0.4158947544
248	0.4158563399
249	0.4158315724
250	0.4158114859
251	0.4157712803
252	0.4157406945
253	0.4157129007
254	0.4156896705
255	0.4156576601
256	0.415605
257	0.4155505729
258	0.4154903998
259	0.4154098143
260	0.415384585
261	0.4153481698
262	0.4153300427
263	0.4153022944
264	0.4152734739
265	0.4152440089
266	0.4151463463
267	0.4151335095
268	0.4151032943
269	0.415055576
270	0.4150426972
271	0.414979754
272	0.4149359901
273	0.4148804921
274	0.4147579799
275	0.4147337144
276	0.4147177385
277	0.4146371148
278	0.4145622266
279	0.4144583254
280	0.4143401985
281	0.4143024955
282	0.4141892972
283	0.4141414468
284	0.4141079178
285	0.4140813248
286	0.4140524714
287	0.4140183507
288	0.4139587833
289	0.4139486627
290	0.4138976666
291	0.4138331379
292	0.4137920433
293	0.4137578408
294	0.4137089527
295	0.4136593663
296	0.4136234212
297	0.4136073048
298	0.4135904379
299	0.4135633559
300	0.4134880035
301	0.4134532856
302	0.4134280615
303	0.41340145
304	0.4133726144
305	0.4133634437
306	0.4133450696
307	0.4133076879
308	0.4132743401
309	0.4132361765
310	0.4131785703
311	0.413142819
312	0.4131201562
313	0.413081722
314	0.413068999
315	0.4129768938
316	0.4129410376
317	0.4129027427
318	0.4128425198
319	0.4127004383
320	0.4126634328
321	0.4126195915
322	0.4125698028
323	0.4125401603
324	0.4124828971
325	0.4124538003
326	0.4124113261
327	0.4123795937
328	0.412328964
329	0.4122738675
330	0.4121677214
331	0.4121457302
332	0.4120931468
333	0.4119852592
334	0.4119212117
335	0.4118905016
336	0.4118742374
337	0.4118406526
338	0.4118136149
339	0.4117731876
340	0.4117179965
341	0.4116878395
342	0.4116532971
343	0.4116295511
344	0.4116165022
345	0.4115892658
346	0.4115517826
347	0.4115320706
348	0.411480696
349	0.4114224153
350	0.4113342502
351	0.41130881
352	0.411262716
353	0.4112455324
354	0.4110287307
355	0.4109534402
356	0.4109171452
357	0.410883213
358	0.4108575083
359	0.4108288107
360	0.4107528856
361	0.4107224381
362	0.4107018056
363	0.4106697325
364	0.4106421452
365	0.4105911484
366	0.4105528464
367	0.4105001241
368	0.4104748798
369	0.4104471128
370	0.4104130783
371	0.4103935907
372	0.4103328046
373	0.4103081961
374	0.4102879101
375	0.410267739
376	0.4102492758
377	0.4102095205
378	0.4101942936
379	0.4101629903
380	0.4101524874
381	0.4100818098
382	0.410059364
383	0.4100214236
384	0.4099864545
385	0.4099649574
386	0.4099167534
387	0.4098704838
388	0.4098407599
389	0.4098277505
390	0.4097981713
391	0.4097633736
392	0.4097219917
393	0.4096997398
394	0.4096756085
395	0.4096460957
396	0.4096065447
397	0.4095915826
398	0.4095519172
399	0.4095281063
400	0.4095125547
401	0.4094973077
402	0.4094664851
403	0.4094013641
404	0.4093719288
405	0.4093564917
406	0.4093463517
407	0.4092860427
408	0.4092372195
409	0.4092067181
410	0.4091917768
411	0.4091476161
412	0.409052758
413	0.4089884103
414	0.4089443571
415	0.4089191275
416	0.4088876395
417	0.4088496971
418	0.4088367591
419	0.4088140285
420	0.4087985432
421	0.4087224883
422	0.4086830587
423	0.4086243048
424	0.4085765698
425	0.4085518469
426	0.4085150951
427	0.4084965812
428	0.4084460268
429	0.4084290178
430	0.4084064514
431	0.4083866869
432	0.4083738591
433	0.4083461337
434	0.4082743812
435	0.4082317903
436	0.4081990107
437	0.4081914292
438	0.4081731607
439	0.4081528444
440	0.4081180992
441	0.4080956585
442	0.4080537081
443	0.4080158356
444	0.4079533071
445	0.4079419136
446	0.4079041244
447	0.4078823795
448	0.4078724548
449	0.4078207391
450	0.4077852273
451	0.4077559707
452	0.4077192966
453	0.4076392657
454	0.407597395
455	0.4075734062
456	0.4075564609
457	0.4075232589
458	0.4074605723
459	0.4074112195
460	0.4073645856
461	0.40732565
462	0.407303758
463	0.4072251175
464	0.4072090935
465	0.4071882329
466	0.4071007701
467	0.4069851898
468	0.4069590822
469	0.4069260541
470	0.4068970243
471	0.4068709651
472	0.4068103971
473	0.4067613226
474	0.40670842
475	0.4066789977
476	0.4066502716
477	0.4066364545
478	0.406615656
479	0.4065918375
480	0.4065829132
481	0.4065772048
482	0.4065496425
483	0.406526871
484	0.4064738366
485	0.4064319342
486	0.4063785089
487	0.4063332293
488	0.4063184049
489	0.4062989338
490	0.4062791915
491	0.4062584869
492	0.4062372048
493	0.4062109374
494	0.4061624204
495	0.4061160643
496	0.4060719485
497	0.4060498108
498	0.4060199834
499	0.4060117224
500	0.4059924958
501	0.4059602319
502	0.4058933324
503	0.4058622742
504	0.4058357991
505	0.4058142006
506	0.4057975725
507	0.4057857457
508	0.405747341
509	0.4057219241
510	0.4057108999
511	0.4056689658
512	0.4055993371
513	0.4055579644
514	0.4055228788
515	0.4055042997
516	0.4054476874
517	0.4053938377
518	0.405374574
519	0.4053406786
520	0.4053055758
521	0.4052907796
522	0.4052650271
523	0.4052520197
524	0.4052275246
525	0.4051929159
526	0.4051665989
527	0.4050454263
528	0.4050198004
529	0.4050013118
530	0.4049554996
531	0.4049379804
532	0.404917733
533	0.4049034398
534	0.4048899598
535	0.4048709634
536	0.4048264399
537	0.4048110959
538	0.404783821
539	0.4046986011
540	0.4046835508
541	0.4046128259
542	0.4046004211
543	0.4045806872
544	0.4045268651
545	0.4045129757
546	0.4044821061
547	0.4044609241
548	0.4044253731
549	0.404400655
550	0.4043702485
551	0.4043399348
552	0.4043211274
553	0.4043025509
554	0.4042808528
555	0.4042518565
556	0.4042135179
557	0.4041732449
558	0.404143103
559	0.4041222067
560	0.4041037416
561	0.4040812536
562	0.4040681987
563	0.4040422217
564	0.4040123604
565	0.4039759435
566	0.4038323593
567	0.4038035873
568	0.4036091951
569	0.403587071
570	0.4035647391
571	0.4035323236
572	0.4035033665
573	0.4034901142
574	0.4034672216
575	0.4034417546
576	0.4034246914
577	0.4033649793
578	0.4033363009
579	0.4033153859
580	0.4032695287
581	0.4032230646
582	0.4032047459
583	0.4031858667
584	0.4031388274
585	0.4031087994
586	0.4030685061
587	0.4030645982
588	0.4030486307
589	0.4030212818
590	0.4030073406
591	0.4029971613
592	0.4029672653
593	0.4029408409
594	0.4028953369
595	0.4027869496
596	0.4027566651
597	0.4027030054
598	0.4026824449
599	0.4025714241
600	0.4025568958
601	0.4024523691
602	0.4024272399
603	0.4024064825
604	0.4023651947
605	0.4022765843
606	0.402239944
607	0.4021984371
608	0.4021756177
609	0.4021521242
610	0.4021140748
611	0.4020832923
612	0.4020587576
613	0.4020061821
614	0.4019646069
615	0.4018490124
616	0.4018201212
617	0.4017835495
618	0.4016835431
619	0.4016392248
620	0.4016013056
621	0.4015894222
622	0.4015723623
623	0.4015661132
624	0.4015394157
625	0.4015249701
626	0.4014996193
627	0.4014848953
628	0.4014505478
629	0.401410565
630	0.4013951356
631	0.4013837449
632	0.4013738635
633	0.4013607113
634	0.4013447795
635	0.4013239489
636	0.4012675972
637	0.4012356693
638	0.401219334
639	0.4012081878
640	0.4011794252
641	0.4011099467
642	0.4010949002
643	0.4010566532
644	0.4010434346
645	0.4010077549
646	0.4009988594
647	0.4009828612
648	0.4009622412
649	0.4009313497
650	0.4009118005
651	0.4008933019
652	0.4008784618
653	0.4008625637
654	0.4008248344
655	0.4008112696
656	0.4007683811
657	0.4006982259
658	0.4006773226
659	0.4006500055
660	0.4006243253
661	0.4006103347
662	0.4005957666
663	0.4005735448
664	0.4005649567
665	0.4005397333
666	0.4005115869
667	0.4004929476
668	0.40046515
669	0.4004403751
670	0.4004072687
671	0.4003738367
672	0.4003555817
673	0.4003331255
674	0.4003127867
675	0.4002869368
676	0.4002727113
677	0.400242502
678	0.4002133379
679	0.400180462
680	0.4001611709
681	0.4001513845
682	0.4001122178
683	0.4000637384
684	0.4000434259
685	0.4000255775
686	0.3999966044
687	0.3999781635
688	0.3999573821
689	0.3999355718
690	0.3999103314
691	0.3998857737
692	0.3997814179
693	0.3997669291
694	0.399746958
695	0.3997102281
696	0.3996869703
697	0.3996681168
698	0.3996193374
699	0.3996032517
700	0.399601374
701	0.3995639757
702	0.3995319994
703	0.3995133968
704	0.399502591
705	0.3994889595
706	0.3994677222
707	0.3994500125
708	0.3994384728
709	0.3994127398
710	0.3993945326
711	0.3993701029
712	0.399349842
713	0.399309696
714	0.3992859898
715	0.3992694632
716	0.3992595844
717	0.3992501983
718	0.3992063963
719	0.3991969518
720	0.3990447971
721	0.3990257426
722	0.3989824847
723	0.3989425083
724	0.3989117561
725	0.3988728132
726	0.3988508179
727	0.3988437153
728	0.3988256741
729	0.3988122194
730	0.3988003487
731	0.3987920656
732	0.3987693441
733	0.3987496611
734	0.3987145346
735	0.3986989036
736	0.3986845622
737	0.3986707904
738	0.3986423058
739	0.3986044061
740	0.3985751086
741	0.3985473303
742	0.3985064839
743	0.3983834314
744	0.39837301
745	0.3983452394
746	0.3983105856
747	0.3983020202
748	0.3982907642
749	0.3982538074
750	0.3982257403
751	0.3982156841
752	0.3982054945
753	0.3981819004
754	0.3981646229
755	0.3981370875
756	0.3981268586
757	0.3981150279
758	0.3980803223
759	0.3980594772
760	0.3980447141
761	0.39801788
762	0.3979805336
763	0.3979525337
764	0.3979326182
765	0.3979111392
766	0.3978832674
767	0.3978584481
768	0.3978287495
769	0.3978097588
770	0.3977778861
771	0.3977561686
772	0.3977363245
773	0.3977101363
774	0.3976999445
775	0.3976954562
776	0.397648628
777	0.3976393056
778	0.3976198285
779	0.3975886973
780	0.3975637443
781	0.3975397829
782	0.3975271556
783	0.3975066067
784	0.3974791937
785	0.3974482141
786	0.3974094316
787	0.3973768886
788	0.3973436393
789	0.3973258249
790	0.3972964859
791	0.3972774498
792	0.397243638
793	0.3972355719
794	0.3972114478
795	0.3971907646
796	0.3971667061
797	0.3971410373
798	0.3971265361
799	0.3970997407
800	0.39708255
801	0.3970762242
802	0.3970650102
803	0.3970563774
804	0.3970293737
805	0.3970046748
806	0.3969861909
807	0.3969745401
808	0.39693458
809	0.3968951468
810	0.39686876
811	0.3968473033
812	0.3968266953
813	0.3968115681
814	0.3967850352
815	0.3967614432
816	0.3965966835
817	0.3965862274
818	0.3965698704
819	0.3965581754
820	0.3965098205
821	0.3964721917
822	0.3964607799
823	0.396380278
824	0.3963638409
825	0.396321153
826	0.3962997535
827	0.3962827549
828	0.39624002
829	0.3962077265
830	0.3961892249
831	0.3961747562
832	0.3961592669
833	0.3961530507
834	0.3961442898
835	0.3961129324
836	0.3960800347
837	0.3960593748
838	0.3960269235
839	0.3960193264
840	0.3959882423
841	0.3959700737
842	0.3959575706
843	0.395931271
844	0.3959020326
845	0.3958759418
846	0.3958522827
847	0.3958390491
848	0.3958177701
849	0.3957941151
850	0.3957762849
851	0.3957555528
852	0.3957465963
853	0.3957260275
854	0.3957149713
855	0.3956783041
856	0.3956200905
857	0.3955927535
858	0.3955658133
859	0.3955378384
860	0.3955112903
861	0.3954818676
862	0.3954454732
863	0.39543646
864	0.3954225137
865	0.3954078756
866	0.395400058
867	0.3953766498
868	0.3953615333
869	0.3952952276
870	0.395268321
871	0.3952269556
872	0.3952134477
873	0.3951727697
874	0.3951400466
875	0.3951217121
876	0.3950873525
877	0.3950827245
878	0.3950216328
879	0.3950121708
880	0.3949977879
881	0.3949733453
882	0.3949546289
883	0.3949200749
884	0.3948782098
885	0.3948439205
886	0.3948180791
887	0.3947894225
888	0.3947690084
889	0.3947327038
890	0.394709516
891	0.3946603993
892	0.3946394994
893	0.3946315709
894	0.3945966666
895	0.3945782294
896	0.3945625432
897	0.3945302912
898	0.3945192322
899	0.3945014228
900	0.3944748589
901	0.3944513929
902	0.394425592
903	0.3944113862
904	0.3943993532
905	0.3943782808
906	0.3943500136
907	0.3943380732
908	0.3943183813
909	0.3943091201
910	0.3942894459
911	0.3942687473
912	0.3942401942
913	0.3942156934
914	0.3941670046
915	0.3941544662
916	0.3941251305
917	0.3941132821
918	0.3940974607
919	0.3940789492
920	0.3940705773
921	0.3940620396
922	0.3940473157
923	0.3940240589
924	0.393989377
925	0.3939860347
926	0.3939698831
927	0.3939327724
928	0.3939282233
929	0.393910732
930	0.3938978656
931	0.3938870413
932	0.3938672367
933	0.3938328323
934	0.3937913121
935	0.3937671274
936	0.3937480955
937	0.3937145211
938	0.3936855084
939	0.3936704175
940	0.3936051322
941	0.3936003416
942	0.3935634607
943	0.3935521554
944	0.3935320585
945	0.393506611
946	0.3934743879
947	0.3934585704
948	0.3934487963
949	0.3933976313
950	0.3933816156
951	0.3933750869
952	0.3933043009
953	0.3932821735
954	0.3932730307
955	0.3932455693
956	0.3932254864
957	0.3931898531
958	0.3931577799
959	0.3931363554
960	0.3930994435
961	0.393085306
962	0.3930655474
963	0.3929995205
964	0.3929812801
965	0.3929675985
966	0.3929369431
967	0.3929220755
968	0.3928970906
969	0.3928686866
970	0.3927284913
971	0.3927018886
972	0.3926828186
973	0.3926656247
974	0.3926267982
975	0.3925924
976	0.3925819102
977	0.392570003
978	0.3925418702
979	0.3925285357
980	0.3925138254
981	0.3924860286
982	0.3924669289
983	0.3924424017
984	0.3924089708
985	0.3923979478
986	0.3923768514
987	0.3923671982
988	0.392345346
989	0.3923371496
990	0.3923261287
991	0.3923018671
992	0.3922889911
993	0.3922548428
994	0.392221808
995	0.392174909
996	0.3921249085
997	0.3921032192
998	0.3920813212
999	0.3920445234
